% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2	ccId
4.711	1	1	472	2	1	28	2196	0	0	0
4.811	1	1	482	2	1	28	2196	0	0	0
4.911	1	1	492	2	1	28	2196	0	0	0
5.011	1	1	502	2	1	28	2196	0	0	0
5.111	1	1	512	2	1	28	2196	0	0	0
5.211	1	1	522	2	1	28	2196	0	0	0
5.311	1	1	532	2	1	28	2196	0	0	0
5.411	1	1	542	2	1	28	2196	0	0	0
5.511	1	1	552	2	1	28	2196	0	0	0
5.611	1	1	562	2	1	28	2196	0	0	0
5.711	1	1	572	2	1	28	2196	0	0	0
5.811	1	1	582	2	1	28	2196	0	0	0
5.911	1	1	592	2	1	28	2196	0	0	0
6.011	1	1	602	2	1	28	2196	0	0	0
6.111	1	1	612	2	1	28	2196	0	0	0
6.211	1	1	622	2	1	28	2196	0	0	0
6.311	1	1	632	2	1	28	2196	0	0	0
6.411	1	1	642	2	1	28	2196	0	0	0
6.511	1	1	652	2	1	28	2196	0	0	0
6.611	1	1	662	2	1	28	2196	0	0	0
6.711	1	1	672	2	1	28	2196	0	0	0
6.811	1	1	682	2	1	28	2196	0	0	0
6.911	1	1	692	2	1	28	2196	0	0	0
7.011	1	1	702	2	1	28	2196	0	0	0
7.111	1	1	712	2	1	28	2196	0	0	0
7.211	1	1	722	2	1	28	2196	0	0	0
7.311	1	1	732	2	1	28	2196	0	0	0
7.411	1	1	742	2	1	28	2196	0	0	0
7.511	1	1	752	2	1	28	2196	0	0	0
7.611	1	1	762	2	1	28	2196	0	0	0
7.711	1	1	772	2	1	28	2196	0	0	0
7.811	1	1	782	2	1	28	2196	0	0	0
7.911	1	1	792	2	1	28	2196	0	0	0
8.011	1	1	802	2	1	28	2196	0	0	0
8.111	1	1	812	2	1	28	2196	0	0	0
8.211	1	1	822	2	1	28	2196	0	0	0
8.311	1	1	832	2	1	28	2196	0	0	0
8.411	1	1	842	2	1	28	2196	0	0	0
8.511	1	1	852	2	1	28	2196	0	0	0
8.611	1	1	862	2	1	28	2196	0	0	0
8.711	1	1	872	2	1	28	2196	0	0	0
8.811	1	1	882	2	1	28	2196	0	0	0
8.911	1	1	892	2	1	28	2196	0	0	0
9.011	1	1	902	2	1	28	2196	0	0	0
9.111	1	1	912	2	1	28	2196	0	0	0
9.211	1	1	922	2	1	28	2196	0	0	0
9.311	1	1	932	2	1	28	2196	0	0	0
9.411	1	1	942	2	1	28	2196	0	0	0
9.511	1	1	952	2	1	28	2196	0	0	0
9.611	1	1	962	2	1	28	2196	0	0	0
9.711	1	1	972	2	1	28	2196	0	0	0
9.811	1	1	982	2	1	28	2196	0	0	0
9.911	1	1	992	2	1	28	2196	0	0	0
10.011	1	1	1002	2	1	28	2196	0	0	0
10.111	1	1	1012	2	1	28	2196	0	0	0
10.211	1	1	1022	2	1	28	2196	0	0	0
10.311	1	1	1032	2	1	28	2196	0	0	0
10.411	1	1	1042	2	1	28	2196	0	0	0
10.511	1	1	1052	2	1	28	2196	0	0	0
10.611	1	1	1062	2	1	28	2196	0	0	0
10.711	1	1	1072	2	1	28	2196	0	0	0
10.811	1	1	1082	2	1	28	2196	0	0	0
10.911	1	1	1092	2	1	28	2196	0	0	0
11.011	1	1	1102	2	1	28	2196	0	0	0
11.111	1	1	1112	2	1	28	2196	0	0	0
11.211	1	1	1122	2	1	28	2196	0	0	0
11.311	1	1	1132	2	1	28	2196	0	0	0
11.411	1	1	1142	2	1	28	2196	0	0	0
11.511	1	1	1152	2	1	28	2196	0	0	0
11.611	1	1	1162	2	1	28	2196	0	0	0
11.711	1	1	1172	2	1	28	2196	0	0	0
11.811	1	1	1182	2	1	28	2196	0	0	0
11.911	1	1	1192	2	1	28	2196	0	0	0
12.011	1	1	1202	2	1	28	2196	0	0	0
12.111	1	1	1212	2	1	28	2196	0	0	0
12.211	1	1	1222	2	1	28	2196	0	0	0
12.311	1	1	1232	2	1	28	2196	0	0	0
12.411	1	1	1242	2	1	28	2196	0	0	0
12.511	1	1	1252	2	1	28	2196	0	0	0
12.611	1	1	1262	2	1	28	2196	0	0	0
12.711	1	1	1272	2	1	28	2196	0	0	0
12.811	1	1	1282	2	1	28	2196	0	0	0
12.911	1	1	1292	2	1	28	2196	0	0	0
13.011	1	1	1302	2	1	28	2196	0	0	0
13.111	1	1	1312	2	1	28	2196	0	0	0
13.211	1	1	1322	2	1	28	2196	0	0	0
13.311	1	1	1332	2	1	28	2196	0	0	0
13.411	1	1	1342	2	1	28	2196	0	0	0
13.511	1	1	1352	2	1	28	2196	0	0	0
13.611	1	1	1362	2	1	28	2196	0	0	0
13.711	1	1	1372	2	1	28	2196	0	0	0
13.811	1	1	1382	2	1	28	2196	0	0	0
13.911	1	1	1392	2	1	28	2196	0	0	0
14.011	1	1	1402	2	1	28	2196	0	0	0
14.111	1	1	1412	2	1	28	2196	0	0	0
14.211	1	1	1422	2	1	28	2196	0	0	0
14.311	1	1	1432	2	1	28	2196	0	0	0
14.411	1	1	1442	2	1	28	2196	0	0	0
14.511	1	1	1452	2	1	28	2196	0	0	0
14.611	1	1	1462	2	1	28	2196	0	0	0
14.711	1	1	1472	2	1	28	2196	0	0	0
14.811	1	1	1482	2	1	28	2196	0	0	0
14.911	1	1	1492	2	1	28	2196	0	0	0
15.011	1	1	1502	2	1	28	2196	0	0	0
15.111	1	1	1512	2	1	28	2196	0	0	0
15.211	1	1	1522	2	1	28	2196	0	0	0
15.311	1	1	1532	2	1	28	2196	0	0	0
15.411	1	1	1542	2	1	28	2196	0	0	0
15.511	1	1	1552	2	1	28	2196	0	0	0
15.611	1	1	1562	2	1	28	2196	0	0	0
15.711	1	1	1572	2	1	28	2196	0	0	0
15.811	1	1	1582	2	1	28	2196	0	0	0
15.911	1	1	1592	2	1	28	2196	0	0	0
16.011	1	1	1602	2	1	28	2196	0	0	0
16.111	1	1	1612	2	1	28	2196	0	0	0
16.211	1	1	1622	2	1	28	2196	0	0	0
16.311	1	1	1632	2	1	28	2196	0	0	0
16.411	1	1	1642	2	1	28	2196	0	0	0
16.511	1	1	1652	2	1	28	2196	0	0	0
16.611	1	1	1662	2	1	28	2196	0	0	0
16.711	1	1	1672	2	1	28	2196	0	0	0
16.811	1	1	1682	2	1	28	2196	0	0	0
16.911	1	1	1692	2	1	28	2196	0	0	0
17.011	1	1	1702	2	1	28	2196	0	0	0
17.111	1	1	1712	2	1	28	2196	0	0	0
17.211	1	1	1722	2	1	28	2196	0	0	0
17.311	1	1	1732	2	1	28	2196	0	0	0
17.411	1	1	1742	2	1	28	2196	0	0	0
17.511	1	1	1752	2	1	28	2196	0	0	0
17.611	1	1	1762	2	1	28	2196	0	0	0
17.711	1	1	1772	2	1	28	2196	0	0	0
17.811	1	1	1782	2	1	28	2196	0	0	0
17.911	1	1	1792	2	1	28	2196	0	0	0
18.011	1	1	1802	2	1	28	2196	0	0	0
18.111	1	1	1812	2	1	28	2196	0	0	0
18.211	1	1	1822	2	1	28	2196	0	0	0
18.311	1	1	1832	2	1	28	2196	0	0	0
18.411	1	1	1842	2	1	28	2196	0	0	0
18.511	1	1	1852	2	1	28	2196	0	0	0
18.611	1	1	1862	2	1	28	2196	0	0	0
18.711	1	1	1872	2	1	28	2196	0	0	0
18.811	1	1	1882	2	1	28	2196	0	0	0
18.911	1	1	1892	2	1	28	2196	0	0	0
19.011	1	1	1902	2	1	28	2196	0	0	0
19.111	1	1	1912	2	1	28	2196	0	0	0
19.211	1	1	1922	2	1	28	2196	0	0	0
19.311	1	1	1932	2	1	28	2196	0	0	0
19.411	1	1	1942	2	1	28	2196	0	0	0
19.511	1	1	1952	2	1	28	2196	0	0	0
19.611	1	1	1962	2	1	28	2196	0	0	0
19.711	1	1	1972	2	1	28	2196	0	0	0
19.811	1	1	1982	2	1	28	2196	0	0	0
19.911	1	1	1992	2	1	28	2196	0	0	0
20.011	1	1	2002	2	1	28	2196	0	0	0
20.111	1	1	2012	2	1	28	2196	0	0	0
20.211	1	1	2022	2	1	28	2196	0	0	0
20.311	1	1	2032	2	1	28	2196	0	0	0
20.411	1	1	2042	2	1	28	2196	0	0	0
20.511	1	1	2052	2	1	28	2196	0	0	0
20.611	1	1	2062	2	1	28	2196	0	0	0
20.711	1	1	2072	2	1	28	2196	0	0	0
20.811	1	1	2082	2	1	28	2196	0	0	0
20.911	1	1	2092	2	1	28	2196	0	0	0
21.011	1	1	2102	2	1	28	2196	0	0	0
21.111	1	1	2112	2	1	28	2196	0	0	0
21.211	1	1	2122	2	1	28	2196	0	0	0
21.311	1	1	2132	2	1	28	2196	0	0	0
21.411	1	1	2142	2	1	28	2196	0	0	0
21.511	1	1	2152	2	1	28	2196	0	0	0
21.611	1	1	2162	2	1	28	2196	0	0	0
21.711	1	1	2172	2	1	28	2196	0	0	0
21.811	1	1	2182	2	1	28	2196	0	0	0
21.911	1	1	2192	2	1	28	2196	0	0	0
22.011	1	1	2202	2	1	28	2196	0	0	0
22.111	1	1	2212	2	1	28	2196	0	0	0
22.211	1	1	2222	2	1	28	2196	0	0	0
22.311	1	1	2232	2	1	28	2196	0	0	0
22.411	1	1	2242	2	1	28	2196	0	0	0
22.511	1	1	2252	2	1	28	2196	0	0	0
22.611	1	1	2262	2	1	28	2196	0	0	0
22.711	1	1	2272	2	1	28	2196	0	0	0
22.811	1	1	2282	2	1	28	2196	0	0	0
22.911	1	1	2292	2	1	28	2196	0	0	0
23.011	1	1	2302	2	1	28	2196	0	0	0
23.111	1	1	2312	2	1	28	2196	0	0	0
23.211	1	1	2322	2	1	28	2196	0	0	0
23.311	1	1	2332	2	1	28	2196	0	0	0
23.411	1	1	2342	2	1	28	2196	0	0	0
23.511	1	1	2352	2	1	28	2196	0	0	0
23.611	1	1	2362	2	1	28	2196	0	0	0
23.711	1	1	2372	2	1	28	2196	0	0	0
23.811	1	1	2382	2	1	28	2196	0	0	0
23.911	1	1	2392	2	1	28	2196	0	0	0
24.011	1	1	2402	2	1	28	2196	0	0	0
24.111	1	1	2412	2	1	28	2196	0	0	0
24.211	1	1	2422	2	1	28	2196	0	0	0
24.311	1	1	2432	2	1	28	2196	0	0	0
24.411	1	1	2442	2	1	28	2196	0	0	0
24.511	1	1	2452	2	1	28	2196	0	0	0
24.611	1	1	2462	2	1	28	2196	0	0	0
24.711	1	1	2472	2	1	28	2196	0	0	0
24.811	1	1	2482	2	1	28	2196	0	0	0
24.911	1	1	2492	2	1	28	2196	0	0	0
25.011	1	1	2502	2	1	28	2196	0	0	0
25.111	1	1	2512	2	1	28	2196	0	0	0
25.211	1	1	2522	2	1	28	2196	0	0	0
25.311	1	1	2532	2	1	28	2196	0	0	0
25.411	1	1	2542	2	1	28	2196	0	0	0
25.511	1	1	2552	2	1	28	2196	0	0	0
25.611	1	1	2562	2	1	28	2196	0	0	0
25.711	1	1	2572	2	1	28	2196	0	0	0
25.811	1	1	2582	2	1	28	2196	0	0	0
25.911	1	1	2592	2	1	28	2196	0	0	0
26.011	1	1	2602	2	1	28	2196	0	0	0
26.111	1	1	2612	2	1	28	2196	0	0	0
26.211	1	1	2622	2	1	28	2196	0	0	0
26.311	1	1	2632	2	1	28	2196	0	0	0
26.411	1	1	2642	2	1	28	2196	0	0	0
26.511	1	1	2652	2	1	28	2196	0	0	0
26.611	1	1	2662	2	1	28	2196	0	0	0
26.711	1	1	2672	2	1	28	2196	0	0	0
26.811	1	1	2682	2	1	28	2196	0	0	0
26.911	1	1	2692	2	1	28	2196	0	0	0
27.011	1	1	2702	2	1	28	2196	0	0	0
27.111	1	1	2712	2	1	28	2196	0	0	0
27.211	1	1	2722	2	1	28	2196	0	0	0
27.311	1	1	2732	2	1	28	2196	0	0	0
27.411	1	1	2742	2	1	28	2196	0	0	0
27.511	1	1	2752	2	1	28	2196	0	0	0
27.611	1	1	2762	2	1	28	2196	0	0	0
27.711	1	1	2772	2	1	28	2196	0	0	0
27.811	1	1	2782	2	1	28	2196	0	0	0
27.911	1	1	2792	2	1	28	2196	0	0	0
28.011	1	1	2802	2	1	28	2196	0	0	0
28.111	1	1	2812	2	1	28	2196	0	0	0
28.211	1	1	2822	2	1	28	2196	0	0	0
28.311	1	1	2832	2	1	28	2196	0	0	0
28.411	1	1	2842	2	1	28	2196	0	0	0
28.511	1	1	2852	2	1	28	2196	0	0	0
28.611	1	1	2862	2	1	28	2196	0	0	0
28.711	1	1	2872	2	1	28	2196	0	0	0
28.811	1	1	2882	2	1	28	2196	0	0	0
28.911	1	1	2892	2	1	28	2196	0	0	0
29.011	1	1	2902	2	1	28	2196	0	0	0
29.111	1	1	2912	2	1	28	2196	0	0	0
29.211	1	1	2922	2	1	28	2196	0	0	0
29.311	1	1	2932	2	1	28	2196	0	0	0
29.411	1	1	2942	2	1	28	2196	0	0	0
29.511	1	1	2952	2	1	28	2196	0	0	0
29.611	1	1	2962	2	1	28	2196	0	0	0
29.711	1	1	2972	2	1	28	2196	0	0	0
29.811	1	1	2982	2	1	28	2196	0	0	0
29.911	1	1	2992	2	1	28	2196	0	0	0
30.011	1	1	3002	2	1	28	2196	0	0	0
30.111	1	1	3012	2	1	28	2196	0	0	0
30.211	1	1	3022	2	1	28	2196	0	0	0
30.311	1	1	3032	2	1	28	2196	0	0	0
30.411	1	1	3042	2	1	28	2196	0	0	0
30.511	1	1	3052	2	1	28	2196	0	0	0
30.611	1	1	3062	2	1	28	2196	0	0	0
30.711	1	1	3072	2	1	28	2196	0	0	0
30.811	1	1	3082	2	1	28	2196	0	0	0
30.911	1	1	3092	2	1	28	2196	0	0	0
31.011	1	1	3102	2	1	28	2196	0	0	0
31.111	1	1	3112	2	1	28	2196	0	0	0
31.211	1	1	3122	2	1	28	2196	0	0	0
31.311	1	1	3132	2	1	28	2196	0	0	0
31.411	1	1	3142	2	1	28	2196	0	0	0
31.511	1	1	3152	2	1	28	2196	0	0	0
31.611	1	1	3162	2	1	28	2196	0	0	0
31.711	1	1	3172	2	1	28	2196	0	0	0
31.811	1	1	3182	2	1	28	2196	0	0	0
31.911	1	1	3192	2	1	28	2196	0	0	0
32.011	1	1	3202	2	1	28	2196	0	0	0
32.111	1	1	3212	2	1	28	2196	0	0	0
32.211	1	1	3222	2	1	28	2196	0	0	0
32.311	1	1	3232	2	1	28	2196	0	0	0
32.411	1	1	3242	2	1	28	2196	0	0	0
32.511	1	1	3252	2	1	28	2196	0	0	0
32.611	1	1	3262	2	1	28	2196	0	0	0
32.711	1	1	3272	2	1	28	2196	0	0	0
32.811	1	1	3282	2	1	28	2196	0	0	0
32.911	1	1	3292	2	1	28	2196	0	0	0
33.011	1	1	3302	2	1	28	2196	0	0	0
33.111	1	1	3312	2	1	28	2196	0	0	0
33.211	1	1	3322	2	1	28	2196	0	0	0
33.311	1	1	3332	2	1	28	2196	0	0	0
33.411	1	1	3342	2	1	28	2196	0	0	0
33.511	1	1	3352	2	1	28	2196	0	0	0
33.611	1	1	3362	2	1	28	2196	0	0	0
33.711	1	1	3372	2	1	28	2196	0	0	0
33.811	1	1	3382	2	1	28	2196	0	0	0
33.911	1	1	3392	2	1	28	2196	0	0	0
34.011	1	1	3402	2	1	28	2196	0	0	0
34.111	1	1	3412	2	1	28	2196	0	0	0
34.211	1	1	3422	2	1	28	2196	0	0	0
34.311	1	1	3432	2	1	28	2196	0	0	0
34.411	1	1	3442	2	1	28	2196	0	0	0
34.511	1	1	3452	2	1	28	2196	0	0	0
34.611	1	1	3462	2	1	28	2196	0	0	0
34.711	1	1	3472	2	1	28	2196	0	0	0
34.811	1	1	3482	2	1	28	2196	0	0	0
34.911	1	1	3492	2	1	28	2196	0	0	0
35.011	1	1	3502	2	1	28	2196	0	0	0
35.111	1	1	3512	2	1	28	2196	0	0	0
35.211	1	1	3522	2	1	28	2196	0	0	0
35.311	1	1	3532	2	1	28	2196	0	0	0
35.411	1	1	3542	2	1	28	2196	0	0	0
35.511	1	1	3552	2	1	28	2196	0	0	0
35.611	1	1	3562	2	1	28	2196	0	0	0
35.711	1	1	3572	2	1	28	2196	0	0	0
35.811	1	1	3582	2	1	28	2196	0	0	0
35.911	1	1	3592	2	1	28	2196	0	0	0
36.011	1	1	3602	2	1	28	2196	0	0	0
36.111	1	1	3612	2	1	28	2196	0	0	0
36.211	1	1	3622	2	1	28	2196	0	0	0
36.311	1	1	3632	2	1	28	2196	0	0	0
36.411	1	1	3642	2	1	28	2196	0	0	0
36.511	1	1	3652	2	1	28	2196	0	0	0
36.611	1	1	3662	2	1	28	2196	0	0	0
36.711	1	1	3672	2	1	28	2196	0	0	0
36.811	1	1	3682	2	1	28	2196	0	0	0
36.911	1	1	3692	2	1	28	2196	0	0	0
37.011	1	1	3702	2	1	28	2196	0	0	0
37.111	1	1	3712	2	1	28	2196	0	0	0
37.211	1	1	3722	2	1	28	2196	0	0	0
37.311	1	1	3732	2	1	28	2196	0	0	0
37.411	1	1	3742	2	1	28	2196	0	0	0
37.511	1	1	3752	2	1	28	2196	0	0	0
37.611	1	1	3762	2	1	28	2196	0	0	0
37.711	1	1	3772	2	1	28	2196	0	0	0
37.811	1	1	3782	2	1	28	2196	0	0	0
37.911	1	1	3792	2	1	28	2196	0	0	0
38.011	1	1	3802	2	1	28	2196	0	0	0
38.111	1	1	3812	2	1	28	2196	0	0	0
38.211	1	1	3822	2	1	28	2196	0	0	0
38.311	1	1	3832	2	1	28	2196	0	0	0
38.411	1	1	3842	2	1	28	2196	0	0	0
38.511	1	1	3852	2	1	28	2196	0	0	0
38.611	1	1	3862	2	1	28	2196	0	0	0
38.711	1	1	3872	2	1	28	2196	0	0	0
38.811	1	1	3882	2	1	28	2196	0	0	0
38.911	1	1	3892	2	1	28	2196	0	0	0
39.011	1	1	3902	2	1	28	2196	0	0	0
39.111	1	1	3912	2	1	28	2196	0	0	0
39.211	1	1	3922	2	1	28	2196	0	0	0
39.311	1	1	3932	2	1	28	2196	0	0	0
39.411	1	1	3942	2	1	28	2196	0	0	0
39.511	1	1	3952	2	1	28	2196	0	0	0
39.611	1	1	3962	2	1	28	2196	0	0	0
39.711	1	1	3972	2	1	28	2196	0	0	0
39.811	1	1	3982	2	1	28	2196	0	0	0
39.911	1	1	3992	2	1	28	2196	0	0	0
40.011	1	1	4002	2	1	28	2196	0	0	0
40.111	1	1	4012	2	1	28	2196	0	0	0
40.211	1	1	4022	2	1	28	2196	0	0	0
40.311	1	1	4032	2	1	28	2196	0	0	0
40.411	1	1	4042	2	1	28	2196	0	0	0
40.511	1	1	4052	2	1	28	2196	0	0	0
40.611	1	1	4062	2	1	28	2196	0	0	0
40.711	1	1	4072	2	1	28	2196	0	0	0
40.811	1	1	4082	2	1	28	2196	0	0	0
40.911	1	1	4092	2	1	28	2196	0	0	0
41.011	1	1	4102	2	1	28	2196	0	0	0
41.111	1	1	4112	2	1	28	2196	0	0	0
41.211	1	1	4122	2	1	28	2196	0	0	0
41.311	1	1	4132	2	1	28	2196	0	0	0
41.411	1	1	4142	2	1	28	2196	0	0	0
41.511	1	1	4152	2	1	28	2196	0	0	0
41.611	1	1	4162	2	1	28	2196	0	0	0
41.711	1	1	4172	2	1	28	2196	0	0	0
41.811	1	1	4182	2	1	28	2196	0	0	0
41.911	1	1	4192	2	1	28	2196	0	0	0
42.011	1	1	4202	2	1	28	2196	0	0	0
42.111	1	1	4212	2	1	28	2196	0	0	0
42.211	1	1	4222	2	1	28	2196	0	0	0
42.311	1	1	4232	2	1	28	2196	0	0	0
42.411	1	1	4242	2	1	28	2196	0	0	0
42.511	1	1	4252	2	1	28	2196	0	0	0
42.611	1	1	4262	2	1	28	2196	0	0	0
42.711	1	1	4272	2	1	28	2196	0	0	0
42.811	1	1	4282	2	1	28	2196	0	0	0
42.911	1	1	4292	2	1	28	2196	0	0	0
43.011	1	1	4302	2	1	28	2196	0	0	0
43.111	1	1	4312	2	1	28	2196	0	0	0
43.211	1	1	4322	2	1	28	2196	0	0	0
43.311	1	1	4332	2	1	28	2196	0	0	0
43.411	1	1	4342	2	1	28	2196	0	0	0
43.511	1	1	4352	2	1	28	2196	0	0	0
43.611	1	1	4362	2	1	28	2196	0	0	0
43.711	1	1	4372	2	1	28	2196	0	0	0
43.811	1	1	4382	2	1	28	2196	0	0	0
43.911	1	1	4392	2	1	28	2196	0	0	0
44.011	1	1	4402	2	1	28	2196	0	0	0
44.111	1	1	4412	2	1	28	2196	0	0	0
44.211	1	1	4422	2	1	28	2196	0	0	0
44.311	1	1	4432	2	1	28	2196	0	0	0
44.411	1	1	4442	2	1	28	2196	0	0	0
44.511	1	1	4452	2	1	28	2196	0	0	0
44.611	1	1	4462	2	1	28	2196	0	0	0
44.711	1	1	4472	2	1	28	2196	0	0	0
44.811	1	1	4482	2	1	28	2196	0	0	0
44.911	1	1	4492	2	1	28	2196	0	0	0
45.011	1	1	4502	2	1	28	2196	0	0	0
45.111	1	1	4512	2	1	28	2196	0	0	0
45.211	1	1	4522	2	1	28	2196	0	0	0
45.311	1	1	4532	2	1	28	2196	0	0	0
45.411	1	1	4542	2	1	28	2196	0	0	0
45.511	1	1	4552	2	1	28	2196	0	0	0
45.611	1	1	4562	2	1	28	2196	0	0	0
45.711	1	1	4572	2	1	28	2196	0	0	0
45.811	1	1	4582	2	1	28	2196	0	0	0
45.911	1	1	4592	2	1	28	2196	0	0	0
46.011	1	1	4602	2	1	28	2196	0	0	0
46.111	1	1	4612	2	1	28	2196	0	0	0
46.211	1	1	4622	2	1	28	2196	0	0	0
46.311	1	1	4632	2	1	28	2196	0	0	0
46.411	1	1	4642	2	1	28	2196	0	0	0
46.511	1	1	4652	2	1	28	2196	0	0	0
46.611	1	1	4662	2	1	28	2196	0	0	0
46.711	1	1	4672	2	1	28	2196	0	0	0
46.811	1	1	4682	2	1	28	2196	0	0	0
46.911	1	1	4692	2	1	28	2196	0	0	0
47.011	1	1	4702	2	1	28	2196	0	0	0
47.111	1	1	4712	2	1	28	2196	0	0	0
47.211	1	1	4722	2	1	28	2196	0	0	0
47.311	1	1	4732	2	1	28	2196	0	0	0
47.411	1	1	4742	2	1	28	2196	0	0	0
47.511	1	1	4752	2	1	28	2196	0	0	0
47.611	1	1	4762	2	1	28	2196	0	0	0
47.711	1	1	4772	2	1	28	2196	0	0	0
47.811	1	1	4782	2	1	28	2196	0	0	0
47.911	1	1	4792	2	1	28	2196	0	0	0
48.011	1	1	4802	2	1	28	2196	0	0	0
48.111	1	1	4812	2	1	28	2196	0	0	0
48.211	1	1	4822	2	1	28	2196	0	0	0
48.311	1	1	4832	2	1	28	2196	0	0	0
48.411	1	1	4842	2	1	28	2196	0	0	0
48.511	1	1	4852	2	1	28	2196	0	0	0
48.611	1	1	4862	2	1	28	2196	0	0	0
48.711	1	1	4872	2	1	28	2196	0	0	0
48.811	1	1	4882	2	1	28	2196	0	0	0
48.911	1	1	4892	2	1	28	2196	0	0	0
49.011	1	1	4902	2	1	28	2196	0	0	0
49.111	1	1	4912	2	1	28	2196	0	0	0
49.211	1	1	4922	2	1	28	2196	0	0	0
49.311	1	1	4932	2	1	28	2196	0	0	0
49.411	1	1	4942	2	1	28	2196	0	0	0
49.511	1	1	4952	2	1	28	2196	0	0	0
49.611	1	1	4962	2	1	28	2196	0	0	0
49.711	1	1	4972	2	1	28	2196	0	0	0
49.811	1	1	4982	2	1	28	2196	0	0	0
49.911	1	1	4992	2	1	28	2196	0	0	0
50.011	1	1	5002	2	1	28	2196	0	0	0
50.111	1	1	5012	2	1	28	2196	0	0	0
50.211	1	1	5022	2	1	28	2196	0	0	0
50.311	1	1	5032	2	1	28	2196	0	0	0
50.411	1	1	5042	2	1	28	2196	0	0	0
50.511	1	1	5052	2	1	28	2196	0	0	0
50.611	1	1	5062	2	1	28	2196	0	0	0
50.711	1	1	5072	2	1	28	2196	0	0	0
50.811	1	1	5082	2	1	28	2196	0	0	0
50.911	1	1	5092	2	1	28	2196	0	0	0
51.011	1	1	5102	2	1	28	2196	0	0	0
51.111	1	1	5112	2	1	28	2196	0	0	0
51.211	1	1	5122	2	1	28	2196	0	0	0
51.311	1	1	5132	2	1	28	2196	0	0	0
51.411	1	1	5142	2	1	28	2196	0	0	0
51.511	1	1	5152	2	1	28	2196	0	0	0
51.611	1	1	5162	2	1	28	2196	0	0	0
51.711	1	1	5172	2	1	28	2196	0	0	0
51.811	1	1	5182	2	1	28	2196	0	0	0
51.911	1	1	5192	2	1	28	2196	0	0	0
52.011	1	1	5202	2	1	28	2196	0	0	0
52.111	1	1	5212	2	1	28	2196	0	0	0
52.211	1	1	5222	2	1	28	2196	0	0	0
52.311	1	1	5232	2	1	28	2196	0	0	0
52.411	1	1	5242	2	1	28	2196	0	0	0
52.511	1	1	5252	2	1	28	2196	0	0	0
52.611	1	1	5262	2	1	28	2196	0	0	0
52.711	1	1	5272	2	1	28	2196	0	0	0
52.811	1	1	5282	2	1	28	2196	0	0	0
52.911	1	1	5292	2	1	28	2196	0	0	0
53.011	1	1	5302	2	1	28	2196	0	0	0
53.111	1	1	5312	2	1	28	2196	0	0	0
53.211	1	1	5322	2	1	28	2196	0	0	0
53.311	1	1	5332	2	1	28	2196	0	0	0
53.411	1	1	5342	2	1	28	2196	0	0	0
53.511	1	1	5352	2	1	28	2196	0	0	0
53.611	1	1	5362	2	1	28	2196	0	0	0
53.711	1	1	5372	2	1	28	2196	0	0	0
